segment_family,priority_rank,segment,order_volume,observed_late_orders,observed_late_rate,expected_late_orders,mean_predicted_risk,mean_positive_delay_days_raw,positive_delay_observations,late_review_mean,late_review_observations,on_time_review_mean,smoothed_late_rate,mean_positive_delay_days,review_penalty_raw,review_penalty,normalized_order_volume,normalized_expected_late_orders,normalized_smoothed_late_rate,normalized_mean_positive_delay_days,normalized_review_penalty,priority_score
customer_state,19,MT,153,2,0.013071895424836602,11.7492057497251,0.0767921944426477,14.315081018518518,2,4.0,2,4.346666666666667,0.02285734725997997,6.566668569150355,0.3466666666666667,0.8979848906076672,0.011078453538322406,0.013701504758278677,0.06328880510588604,0.36126263025475225,0.3303631293768017,0.16955211517830765
customer_state,20,PR,977,23,0.02354145342886387,43.491273676998546,0.04451512147082758,5.721179045893719,23,3.761904761904762,21,4.396424815983176,0.02496596055869127,5.507787237827963,0.6345200540784139,0.7550776286969473,0.10422789961564549,0.08411604097063526,0.08520762285817177,0.22348457298308855,0.2425928558966871,0.15155124576836218
customer_state,21,SC,620,16,0.025806451612903226,37.59624450922537,0.060639104047137696,3.799924045138889,16,3.5625,16,4.374792703150912,0.027820957453396914,4.268024827499594,0.812292703150912,0.8876603309374332,0.06387067601175672,0.0710388921926124,0.11488502110688813,0.062170881523292996,0.32402202806604863,0.12942134292751223
customer_state,22,RN,87,1,0.011494252873563218,10.47220359641931,0.12037015628068173,0.8608912037037038,1,4.0,1,4.4523809523809526,0.026569645939970316,4.639159272406449,0.45238095238095255,0.9577151187581477,0.0036174542165950713,0.010868686349181044,0.10187776698831792,0.1104616401694998,0.36704802830847777,0.126851545623619
seller_state,1,SP,13401,787,0.05872696067457652,919.0158162448994,0.06857815209647783,4.813710071650431,787,3.393041237113402,776,4.360319859961808,0.05870493208637097,4.816260586175228,0.967278622848406,0.9677998685551168,1.0,1.0,0.3493238125000741,0.31634348840182513,0.4800674381298678,0.5972486051454547
seller_state,2,MA,226,32,0.1415929203539823,41.32804360498654,0.18286744957958645,5.249910662615741,32,3.066666666666667,30,4.383419689119171,0.12550739671657946,5.194452428487403,1.3167530224525037,1.2396269006883447,0.009175001880123336,0.04006011552031702,1.0,0.4161364102287472,0.8189642135964189,0.4983079691794301
seller_state,3,PR,1456,37,0.025412087912087912,62.57496925063494,0.042977314045765755,8.053151589089088,37,2.9714285714285715,35,4.404458598726115,0.02632140869440633,7.407158927426883,1.4330300272975434,1.338634140208282,0.10167707001579304,0.06329818717361767,0.03389851112624285,1.0,0.9424001866776618,0.45054899571063856
seller_state,4,SC,697,28,0.040172166427546625,27.63509174206114,0.03964862516794999,6.605481150793651,28,2.6785714285714284,28,4.197901049475262,0.04101745849233726,6.1874561319734065,1.5193296209038336,1.3848345984017372,0.0445965255320749,0.02508393487928261,0.17704247604969556,0.6781588281370269,1.0,0.4108977669737816
seller_state,5,MG,1379,30,0.021754894851341553,63.32101335195583,0.045918066245073115,7.193858024691358,30,3.1724137931034484,29,4.382615156017831,0.022841176692635363,6.649640038337699,1.2102013629143826,1.1584185866275838,0.09588629014063323,0.06411414645978233,0.0,0.8001146116237626,0.7177188166236185,0.3514115022210597
seller_state,6,RJ,1039,56,0.05389797882579403,63.86793556719824,0.06147058283657193,4.753571428571428,56,3.2962962962962963,54,4.469418960244648,0.0538476046774802,4.793482739284352,1.173122663948352,1.1473610813620263,0.0703166127697977,0.06471232324255788,0.3020119760678189,0.31033313164671955,0.7039330174343561,0.30898818884442647
